dataset,seed,k_level,K,source_provenance,fidelity_classification,source_path,result_sha256,task_matrix_sha256,environment,gpu,runner_family
az_class,48,LOW,100,NEW_T4,NEW_V15_5_FAITHFUL_T4,paper_ready/AHR_MalCL_V15_5_K_SENSITIVITY_FINAL_60_ANALYSIS/_extracted_new_results/AHR_MalCL_V15_5_K_SENSITIVITY/runs/low_k100/az_class/seed_48,6ed316b152f421a0f3190fb17941bb2e9f8a20f73e36483cf3f67db4f717ad11,cc9e03230becb20ccc2fddf6afdc5ab5296585c3dcda1472d74c219465648694,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,Tesla T4,V15.5 Standard-A Full-Hybrid K runner
az_class,49,LOW,100,NEW_T4,NEW_V15_5_FAITHFUL_T4,paper_ready/AHR_MalCL_V15_5_K_SENSITIVITY_FINAL_60_ANALYSIS/_extracted_new_results/AHR_MalCL_V15_5_K_SENSITIVITY/runs/low_k100/az_class/seed_49,371f885400ff5e5be1ad1b642b0bdcb026a0e0bcf5310db1f847594a3403d4e8,43ab72181b3ad3dc892d9f7f799cecfa65590d1a15ec4044eb52e53ae5eacc48,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,Tesla T4,V15.5 Standard-A Full-Hybrid K runner
az_class,50,LOW,100,NEW_T4,NEW_V15_5_FAITHFUL_T4,paper_ready/AHR_MalCL_V15_5_K_SENSITIVITY_FINAL_60_ANALYSIS/_extracted_new_results/AHR_MalCL_V15_5_K_SENSITIVITY/runs/low_k100/az_class/seed_50,8cfe164f9e7692ea395b785578495bef64fc1345c887d6ef1d18055b91458fab,2f0bd7e5e8df348e662fa38939cf233e998a992589c76ba98e1b1a1b77c26a1f,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,Tesla T4,V15.5 Standard-A Full-Hybrid K runner
az_class,51,LOW,100,NEW_T4,NEW_V15_5_FAITHFUL_T4,paper_ready/AHR_MalCL_V15_5_K_SENSITIVITY_FINAL_60_ANALYSIS/_extracted_new_results/AHR_MalCL_V15_5_K_SENSITIVITY/runs/low_k100/az_class/seed_51,07bd0f6875ae7d5862e64518a6c886f47a55517e73133181070879b8090cbf74,3d45f13b415a5a7d2d73374ebf17c778209cc12dbdc3b5d6087b059981d170df,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,Tesla T4,V15.5 Standard-A Full-Hybrid K runner
az_class,42,HIGH,400,NEW_T4,NEW_V15_5_FAITHFUL_T4,paper_ready/AHR_MalCL_V15_5_K_SENSITIVITY_FINAL_60_ANALYSIS/_extracted_new_results/AHR_MalCL_V15_5_K_SENSITIVITY/runs/high_k400/az_class/seed_42,02a5a72f5160cc99504171aa18f3740daf7c7ec86938815ecb0fe8c45e20e344,23509f1452a5996bb6ad22c06fa92e8b195daa38f7d5ce12950c509f59260a78,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,Tesla T4,V15.5 Standard-A Full-Hybrid K runner
az_class,43,HIGH,400,NEW_T4,NEW_V15_5_FAITHFUL_T4,paper_ready/AHR_MalCL_V15_5_K_SENSITIVITY_FINAL_60_ANALYSIS/_extracted_new_results/AHR_MalCL_V15_5_K_SENSITIVITY/runs/high_k400/az_class/seed_43,47db82d08d3edb052f4ba160aaea50ac1587e280b17e92966e782aca053ea9be,4eb1e09feb05556fe3a04c3169698b82c0fc36fb753be297fc705c3d6d59ce93,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,Tesla T4,V15.5 Standard-A Full-Hybrid K runner
az_class,44,HIGH,400,NEW_T4,NEW_V15_5_FAITHFUL_T4,paper_ready/AHR_MalCL_V15_5_K_SENSITIVITY_FINAL_60_ANALYSIS/_extracted_new_results/AHR_MalCL_V15_5_K_SENSITIVITY/runs/high_k400/az_class/seed_44,2810427e5c8e41f699b63fb06095198d58426f0fb59f64d1c927ff0387dd8951,d055d79fb3a2cbdac3da6f69f61046f9abb441ce1ed6595aad07ddc8e99830ea,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,Tesla T4,V15.5 Standard-A Full-Hybrid K runner
az_class,45,HIGH,400,NEW_T4,NEW_V15_5_FAITHFUL_T4,paper_ready/AHR_MalCL_V15_5_K_SENSITIVITY_FINAL_60_ANALYSIS/_extracted_new_results/AHR_MalCL_V15_5_K_SENSITIVITY/runs/high_k400/az_class/seed_45,840374d1b16b05f62968ff60d5e4d6b106f036092d39e08391877709a6f63978,3194a6d1f9799d54b13002ce17a772d96eb1d253fe0ea3ebd10da96cf9ecfdf4,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,Tesla T4,V15.5 Standard-A Full-Hybrid K runner
az_class,46,HIGH,400,NEW_T4,NEW_V15_5_FAITHFUL_T4,paper_ready/AHR_MalCL_V15_5_K_SENSITIVITY_FINAL_60_ANALYSIS/_extracted_new_results/AHR_MalCL_V15_5_K_SENSITIVITY/runs/high_k400/az_class/seed_46,92666ecdadc27f5777e2516e7e63355774284d50b522be37415b90fddb6bac29,e1630600ecc3a772ac84b334553919e41f8b5f7adbe9b8661fd8caec8d8330c8,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,Tesla T4,V15.5 Standard-A Full-Hybrid K runner
az_class,47,HIGH,400,NEW_T4,NEW_V15_5_FAITHFUL_T4,paper_ready/AHR_MalCL_V15_5_K_SENSITIVITY_FINAL_60_ANALYSIS/_extracted_new_results/AHR_MalCL_V15_5_K_SENSITIVITY/runs/high_k400/az_class/seed_47,8ff103beed85fde4e42a427e4cbd0a4c4251d1396caf079ccb8ce2231ea0ccac,994e9ff0165fff655a3071d06a860a38cb6525764f4910a39eabbcafe5f16f29,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,Tesla T4,V15.5 Standard-A Full-Hybrid K runner
az_class,48,HIGH,400,NEW_T4,NEW_V15_5_FAITHFUL_T4,paper_ready/AHR_MalCL_V15_5_K_SENSITIVITY_FINAL_60_ANALYSIS/_extracted_new_results/AHR_MalCL_V15_5_K_SENSITIVITY/runs/high_k400/az_class/seed_48,acb1db2de3edec186295f171ce69ebd2f3d364ce139966266b4582511627db43,613b3219ca170aa5f556ba355c09d8ee6819a15f8693a539f81d4a022c0ef7c0,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,Tesla T4,V15.5 Standard-A Full-Hybrid K runner
az_class,49,HIGH,400,NEW_T4,NEW_V15_5_FAITHFUL_T4,paper_ready/AHR_MalCL_V15_5_K_SENSITIVITY_FINAL_60_ANALYSIS/_extracted_new_results/AHR_MalCL_V15_5_K_SENSITIVITY/runs/high_k400/az_class/seed_49,583a8e4754ec34436e2bde3b1967cb8241818b2d41c408c45f261a2611931228,7e719b4c2606a0d463ca7d7921e2c931f2e56efe287e74dd023338d5d99e7fcc,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,Tesla T4,V15.5 Standard-A Full-Hybrid K runner
az_class,50,HIGH,400,NEW_T4,NEW_V15_5_FAITHFUL_T4,paper_ready/AHR_MalCL_V15_5_K_SENSITIVITY_FINAL_60_ANALYSIS/_extracted_new_results/AHR_MalCL_V15_5_K_SENSITIVITY/runs/high_k400/az_class/seed_50,59741ea995e21a1a4dd551b433aaa65da9b8d5a71efa25a8189022f316e779dd,c4777b94c5de03f86703410a6492a104decce27c7132ba1875afe5f057458bcd,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,Tesla T4,V15.5 Standard-A Full-Hybrid K runner
az_class,51,HIGH,400,NEW_T4,NEW_V15_5_FAITHFUL_T4,paper_ready/AHR_MalCL_V15_5_K_SENSITIVITY_FINAL_60_ANALYSIS/_extracted_new_results/AHR_MalCL_V15_5_K_SENSITIVITY/runs/high_k400/az_class/seed_51,15293641a14d9eb7a081c45ab91a731154e809fc05ce477ff3729fbacdec5a6c,51a2473d44fa6d9c8a370380b02b36cdd983e6cdaf5f866a4a86ace22cdc2978,Tesla T4 | Python 3.12.13 | PyTorch 2.11.0+cu128 | CUDA 12.8,Tesla T4,V15.5 Standard-A Full-Hybrid K runner
ember,42,LOW,25,HISTORICAL_REUSED,LIKELY_COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/EMBER/ablations/hybrid-random-buffer/ahr_malcl_v15_1_ablation_critic5_hybrid_random_buffer_results.json#run[0],7056828ef70aa250fb715e86ba8f855233510e30958e9d3451c88d9146fee62c,97b02c13ed046873d6176aba02fa6ebf1f9dfb26231b32b8de249c1a05a45ad5,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
ember,43,LOW,25,HISTORICAL_REUSED,LIKELY_COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/EMBER/ablations/hybrid-random-buffer/ahr_malcl_v15_1_ablation_critic5_hybrid_random_buffer_results.json#run[1],7056828ef70aa250fb715e86ba8f855233510e30958e9d3451c88d9146fee62c,fbc88e77ce350e5b0dc8078be90b1100e0ec93de4a7c553f2dc396689f0bf561,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
ember,44,LOW,25,HISTORICAL_REUSED,LIKELY_COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/EMBER/ablations/hybrid-random-buffer/ahr_malcl_v15_1_ablation_critic5_hybrid_random_buffer_results.json#run[2],7056828ef70aa250fb715e86ba8f855233510e30958e9d3451c88d9146fee62c,64b9c87190bf22470caaa0a27a0bb54ed08cccba868b9f2bee437a325daaab06,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
ember,45,LOW,25,HISTORICAL_REUSED,LIKELY_COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/EMBER/ablations/hybrid-random-buffer/ahr_malcl_v15_1_ablation_critic5_hybrid_random_buffer_results.json#run[3],7056828ef70aa250fb715e86ba8f855233510e30958e9d3451c88d9146fee62c,8a26eee41e37123551c8e98be56d1c8890271de5f0a7a18e72c0bb1a21964301,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
ember,46,LOW,25,HISTORICAL_REUSED,LIKELY_COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/EMBER/ablations/hybrid-random-buffer/ahr_malcl_v15_1_ablation_critic5_hybrid_random_buffer_results.json#run[4],7056828ef70aa250fb715e86ba8f855233510e30958e9d3451c88d9146fee62c,83335863ebd3d7df70d51174cbf8191d65628e712a26edf2c26579c9242c3d95,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
ember,42,MAIN,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_42/full-result.json,16666bb9654878a6160edcfd1891dd7de83dec7ad917b8810882d44d0740ce03,af4a7d1c0c9815d82cedcae5b212d57f39fcdcbca0ef350714efacbb3c69d333,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
ember,43,MAIN,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_43/full-result.json,423652ebd5a1119e5fbab37e88b1edfc34f375907896579dd8995e540db13abe,41a46ede5ada55e93227b966482d5dee1d2d7f06819e786e51926a5765b91b9a,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
ember,44,MAIN,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_44/full-result.json,018672639db6f07999f6f275523688d48eb145a0d65e46341f837a6cf1938388,0d808a8e1f13d454cda18057b0812493252d1c1988792b25a16f5bea08a8a475,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
ember,45,MAIN,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_45/full-result.json,fbbd386d0b6b2fc1b9e495b47d2fb9d808267c2a67746f58944257ca435e524f,1091ede26b9dd2b5182e2c3b0982031a95bf2f9b2e12e7720d3e30014e47a5ef,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
ember,46,MAIN,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_46/full-result.json,9ea71a5d33b1e984a0bbbdcfd03b24b428cbbedaa381546ae4ac6fdab257558f,19220c337ce51ec68e9bc4efde94ccd1173badce87da68647828ccc37b846c47,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
ember,47,MAIN,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_47/full-result.json,8f8277db43fbb70d8b03b4bd2b847fbdffffd193a7b50964b30671b472174f48,f0f748b93f10f8a763996792a29d14a211297ffd6ff7baf18e9f38606147bd41,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
ember,48,MAIN,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_48/full-result.json,9d6fedcfa7c2017da382169dd96b857146522b12cac59a3427f80527dff22acd,b04de65e452bd9d88b59d0589059f1e8595cde2ad40341bd3da3df87e7661048,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
ember,49,MAIN,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_49/full-result.json,f86fab224069096a88ffa50fc6b9361ea0ea5f2bf408826199d38df702301b2c,11351e103dd7024b4ad6ef6a0060ae4ac9b1169897f4d51a52de79e28fa6e10c,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
ember,50,MAIN,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_50/full-result.json,e93ac1d65fdebbd055d469186c2de75aad8b7179d96501f8ae817aca30487e38,73690471828a802dfa54a03305b107364276004ae7c799e0b01583773217ed1e,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
ember,51,MAIN,100,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/ember/seed_51/full-result.json,9fcc4591fb22758d0622d3a8659c818e8dcad175b2a719b0c6427bab56825077,a89d3a2a8792aab400a511114c1a083a0537710dfece227f2ba721ed3d64e55d,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
az_class,42,LOW,100,HISTORICAL_REUSED,LIKELY_COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/AZ-Class/ablation/hybrid_random_buffer/ahr_malcl_v15_1_final_ablation_critic5_az_k100_hybrid_random_buffer_results.json#run[0],58e3f65a341cfdcbad00102607e2cbc8cd516c651a5436c8518cff433b56c487,4c71b7784da5851824c7d52a8bd19fc1a2d050a35de38d88c37e6e5aa9cf734c,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
az_class,43,LOW,100,HISTORICAL_REUSED,LIKELY_COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/AZ-Class/ablation/hybrid_random_buffer/ahr_malcl_v15_1_final_ablation_critic5_az_k100_hybrid_random_buffer_results.json#run[1],58e3f65a341cfdcbad00102607e2cbc8cd516c651a5436c8518cff433b56c487,48732b97ea3664a70b7c424ab39c7a755334d50e23fbbb616980a90314e3924f,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
az_class,44,LOW,100,HISTORICAL_REUSED,LIKELY_COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/AZ-Class/ablation/hybrid_random_buffer/ahr_malcl_v15_1_final_ablation_critic5_az_k100_hybrid_random_buffer_results.json#run[2],58e3f65a341cfdcbad00102607e2cbc8cd516c651a5436c8518cff433b56c487,f93da945ed38ade18d87c2aacbe664e6127867e680343bd0a06884f30c8c53fc,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
az_class,45,LOW,100,HISTORICAL_REUSED,LIKELY_COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/AZ-Class/ablation/hybrid_random_buffer/ahr_malcl_v15_1_final_ablation_critic5_az_k100_hybrid_random_buffer_results.json#run[3],58e3f65a341cfdcbad00102607e2cbc8cd516c651a5436c8518cff433b56c487,06abe37a63a068d3b2893dd7a01327d65fbe1fde382dc07000f160259fcde7ea,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
az_class,46,LOW,100,HISTORICAL_REUSED,LIKELY_COMPATIBLE_WITH_RECONSTRUCTED_EVIDENCE,result/final-run/AZ-Class/ablation/hybrid_random_buffer/ahr_malcl_v15_1_final_ablation_critic5_az_k100_hybrid_random_buffer_results.json#run[4],58e3f65a341cfdcbad00102607e2cbc8cd516c651a5436c8518cff433b56c487,607bdc6bb711386eba68d85bb1a6c5abcaada4bc59b9ddde3ab4278a3a744250,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
az_class,42,MAIN,200,HISTORICAL_REUSED,EXACTLY_COMPATIBLE,paper_ready/AHR_MalCL_HR_reproducibility_release_v15_5/historical_outputs/anchored_hr/az_class/seed_42/full-result.json,fbec63f32d9a3e7159bc33d6847bdcefaeea9fa88ac3faf337440d4075fa78e4,22e89919b2d8527fc0d8660d17c51133f4899e523467375a08dc584b85488b7b,historical environment not fully serialized,not serialized,Preserved historical V15.5 Full-Hybrid evidence
